IP_Member,Name_Pool ,Name_Monitor,Name_Virture,Destination,Protocol,Profiles
10.8.9.78:ssh,pool_GXP_SSH,tcp,VS_GXP_SSH,10.8.9.80:ssh,tcp,
10.8.9.79:ssh,pool_GXP_SSH,tcp,VS_GXP_SSH,10.8.9.80:ssh,tcp,
10.8.9.78:50013,pool_GXP_TIPS_50013,tcp,VS_GXP_TIPS_50013,10.8.9.80:50013,tcp,
10.8.9.79:50013,pool_GXP_TIPS_50013,tcp,VS_GXP_TIPS_50013,10.8.9.80:50013,tcp,
10.8.9.78:50014,pool_GXP_TIPS_50014,tcp,VS_GXP_TIPS_50014,10.8.9.80:50014,tcp,
10.8.9.79:50014,pool_GXP_TIPS_50014,tcp,VS_GXP_TIPS_50014,10.8.9.80:50014,tcp,
10.8.9.78:50015,pool_GXP_TIPS_50015,tcp,VS_GXP_TIPS_50015,10.8.9.80:50015,tcp,
10.8.9.79:50015,pool_GXP_TIPS_50015,tcp,VS_GXP_TIPS_50015,10.8.9.80:50015,tcp,
10.8.9.78:50016,pool_GXP_TIPS_50016,agent_mon_tcp_10000,VS_GXP_TIPS_50016,10.8.9.80:50016,tcp,
10.8.9.79:50016,pool_GXP_TIPS_50016,agent_mon_tcp_10000,VS_GXP_TIPS_50016,10.8.9.80:50016,tcp,
10.8.9.78:50017,pool_GXP_TIPS_50017,tcp,VS_GXP_TIPS_50017,10.8.9.80:50017,tcp,
10.8.9.79:50017,pool_GXP_TIPS_50017,tcp,VS_GXP_TIPS_50017,10.8.9.80:50017,tcp,
10.8.9.78:50018,pool_GXP_TIPS_50018,tcp,VS_GXP_TIPS_50018,10.8.9.80:50018,tcp,
10.8.9.79:50018,pool_GXP_TIPS_50018,tcp,VS_GXP_TIPS_50018,10.8.9.80:50018,tcp,
10.8.9.78:50098,pool_GXP_ZX_50098,agent_mon_tcp_10000,VS_GXP_ZX_50098,10.8.9.80:50098,tcp,
10.8.9.79:50098,pool_GXP_ZX_50098,agent_mon_tcp_10000,VS_GXP_ZX_50098,10.8.9.80:50098,tcp,
10.8.9.78:60006,pool_GXP_ZX_60006,tcp,VS_GXP_ZX_60006,10.8.9.80:60006,tcp,fasthttp
10.8.9.79:60006,pool_GXP_ZX_60006,tcp,VS_GXP_ZX_60006,10.8.9.80:60006,tcp,fasthttp
10.8.9.78:60007,pool_GXP_ZX_60007,tcp,VS_GXP_ZX_60007,10.8.9.80:60007,tcp,
10.8.9.79:60007,pool_GXP_ZX_60007,tcp,VS_GXP_ZX_60007,10.8.9.80:60007,tcp,
10.8.9.78:60008,pool_GXP_ZX_60008,tcp,VS_GXP_ZX_60008,10.8.9.80:60008,tcp,
10.8.9.79:60008,pool_GXP_ZX_60008,tcp,VS_GXP_ZX_60008,10.8.9.80:60008,tcp,
10.8.9.78:60009,pool_GXP_ZX_60009,tcp,VS_GXP_ZX_60009,10.8.9.80:60009,tcp,
10.8.9.79:60009,pool_GXP_ZX_60009,tcp,VS_GXP_ZX_60009,10.8.9.80:60009,tcp,
10.8.9.78:60010,pool_GXP_ZX_60010,tcp,VS_GXP_ZX_60010,10.8.9.80:60010,tcp,
10.8.9.79:60010,pool_GXP_ZX_60010,tcp,VS_GXP_ZX_60010,10.8.9.80:60010,tcp,
10.8.9.78:60040,pool_GXP_ZX_60040,agent_mon_tcp_10000,VS_GXP_ZX_60040,10.8.9.80:60040,tcp,
10.8.9.79:60040,pool_GXP_ZX_60040,agent_mon_tcp_10000,VS_GXP_ZX_60040,10.8.9.80:60040,tcp,
10.8.9.78:60043,pool_GXP_ZX_60043,agent_mon_tcp_10000,VS_GXP_ZX_60043,10.8.9.80:60043,tcp,
10.8.9.79:60043,pool_GXP_ZX_60043,agent_mon_tcp_10000,VS_GXP_ZX_60043,10.8.9.80:60043,tcp,
10.8.9.159:8886,pool_WCD_8886,tcp,vs_WCD_8886,10.8.9.161:8886,tcp,
10.8.9.160:8886,pool_WCD_8886,tcp,vs_WCD_8886,10.8.9.161:8886,tcp,
10.8.5.71:50012,pool_WL_svs_50012,tcp,vs_wl_svs_50012,10.8.5.73:50012,tcp,
10.8.5.72:50012,pool_WL_svs_50012,tcp,vs_wl_svs_50012,10.8.5.73:50012,tcp,
10.8.5.43:8099,pool_icpapp_8099,ICP_TCP_8098,vs_icpapp_8099,10.8.5.19:8099,tcp,fastL4
10.8.5.44:8099,pool_icpapp_8099,ICP_TCP_8098,vs_icpapp_8099,10.8.5.19:8099,tcp,fastL4
10.8.9.144:webcache,pool_mimis_app,tcp,VS_Mimis_app_8080,10.8.9.146:webcache,tcp,
10.8.9.145:webcache,pool_mimis_app,tcp,VS_Mimis_app_8080,10.8.9.146:webcache,tcp,
10.8.5.74:https,pool_wl_ssl_443,tcp,VS_wl_ssl_443,10.8.5.76:https,tcp,
10.8.5.75:https,pool_wl_ssl_443,tcp,VS_wl_ssl_443,10.8.5.76:https,tcp,
10.8.5.74:5444,pool_wl_ssl_5444,tcp,VS_wl_ssl_5444,10.8.5.76:5444,tcp,
10.8.5.75:5444,pool_wl_ssl_5444,tcp,VS_wl_ssl_5444,10.8.5.76:5444,tcp,
10.8.5.74:6444,pool_wl_ssl_6444,tcp,VS_wl_ssl_6444,10.8.5.76:6444,tcp,
10.8.5.75:6444,pool_wl_ssl_6444,tcp,VS_wl_ssl_6444,10.8.5.76:6444,tcp,
10.8.9.78:50106,pool_zxgxp_50106,agent_mon_tcp_10000,vs_zxgxp_50106,10.8.9.80:50106,tcp,
10.8.9.79:50106,pool_zxgxp_50106,agent_mon_tcp_10000,vs_zxgxp_50106,10.8.9.80:50106,tcp,
10.8.10.152:macromedia-fcs,pool_zxkf_yy_1935,tcp,vs_zxkf_1935,10.8.10.154:macromedia-fcs,tcp,
10.8.10.153:macromedia-fcs,pool_zxkf_yy_1935,tcp,vs_zxkf_1935,10.8.10.154:macromedia-fcs,tcp,
10.8.10.152:jetcmeserver,pool_zxkf_yy_1936,tcp,vs_zxkf_1936,10.8.10.154:jetcmeserver,tcp,
10.8.10.153:jetcmeserver,pool_zxkf_yy_1936,tcp,vs_zxkf_1936,10.8.10.154:jetcmeserver,tcp,
10.8.10.152:8992,pool_zxkf_yy_8992,tcp,vs_zxkf_8992,10.8.10.154:8992,tcp,
10.8.10.153:8992,pool_zxkf_yy_8992,tcp,vs_zxkf_8992,10.8.10.154:8992,tcp,
10.8.10.152:9081,pool_zxkf_yy_9081,tcp,vs_zxkf_9081,10.8.10.154:9081,tcp,{
10.8.10.153:9081,pool_zxkf_yy_9081,tcp,vs_zxkf_9081,10.8.10.154:9081,tcp,{
10.8.10.152:9082,pool_zxkf_yy_9082,tcp,vs_zxkf_9082,10.8.10.154:9082,tcp,
10.8.10.153:9082,pool_zxkf_yy_9082,tcp,vs_zxkf_9082,10.8.10.154:9082,tcp,
10.8.10.152:9083,pool_zxkf_yy_9083,tcp,vs_zxkf_9083,10.8.10.154:9083,tcp,
10.8.10.153:9083,pool_zxkf_yy_9083,tcp,vs_zxkf_9083,10.8.10.154:9083,tcp,
10.8.10.152:9084,pool_zxkf_yy_9084,tcp,vs_zxkf_9084,10.8.10.154:9084,tcp,
10.8.10.153:9084,pool_zxkf_yy_9084,tcp,vs_zxkf_9084,10.8.10.154:9084,tcp,
